ImageUrlS,ImageUrlM,ImageUrlL,ISBN,ISBN13,Title,Author,PublicationYear,Publisher,Rating,Quantity
http://images.amazon.com/images/P/3257212429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg,3257212429,9783257212426.0,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag,10.0,3
http://images.amazon.com/images/P/3257214154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257214154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg,3257214154,9783257214154.0,Familientreffen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag,9.0,3
http://images.amazon.com/images/P/3257216416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257216416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg,3257216416,9783257216417.0,Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.,Ray Bradbury,1988,Diogenes Verlag,7.5,3
http://images.amazon.com/images/P/3257233051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg,3257233051,9783257233056.0,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,2002,Distribooks,5.1,3
http://images.amazon.com/images/P/3423116714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423116714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg,3423116714,9783423116718.0,Die Klone der Joanna May. Roman.,Fay Weldon,1993,Dtv,0.0,3
http://images.amazon.com/images/P/3423241489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423241489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg,3423241489,9783423241489.0,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,1998,Dtv,0.0,3
http://images.amazon.com/images/P/3426605686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426605686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg,3426605686,9783426605684.0,Haifischfrauen.,Kiana Davenport,1996,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",4.5,3
http://images.amazon.com/images/P/3453212150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg,3453212150,9783453212152.0,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,Heyne,5.6,3
http://images.amazon.com/images/P/3462021095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg,3462021095,9783462021097.0,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,1991,Kiepenheuer &amp; Witsch,0.0,3
http://images.amazon.com/images/P/3492045642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg,3492045642,9783492045643.0,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,Piper,4.5,3
http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,3498020862,9783498020866.0,Die Korrekturen.,Jonathan Franzen,2002,"Rowohlt, Reinbek",1.6,3
http://images.amazon.com/images/P/3499110695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg,3499110695,9783499110696.0,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,1968,Rowohlt Tb.,5.3,3
http://images.amazon.com/images/P/3499151502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg,3499151502,9783499151507.0,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,1998,Rowohlt Tb.,4.5,3
http://images.amazon.com/images/P/3518111000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg,3518111000,9783518111000.0,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,1981,Suhrkamp,0.0,3
http://images.amazon.com/images/P/3548254268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,3548254268,9783548254265.0,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,2002,Ullstein Tb,10.0,3
http://images.amazon.com/images/P/3570300099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg,3570300099,9783570300091.0,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,2002,"Bertelsmann, MÃ?Â¼nchen",6.0,3
http://images.amazon.com/images/P/3596292646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg,3596292646,9783596292646.0,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,2000,"Fischer (Tb.), Frankfurt",2.8,3
http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,0060977493,9780060977498.0,The God of Small Things,Arundhati Roy,1998,Perennial,3.3,3
http://images.amazon.com/images/P/0312872682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg,0312872682,9780312872687.0,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson,2000,St Martins Pr,1.2,3
http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,0316602906,9780316602907.0,The Big Bad Wolf: A Novel,James Patterson,2003,"Little, Brown",3.5,3
http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,0316693006,9780316693004.0,Four Blind Mice,James Patterson,2002,"Little, Brown",4.1,3
http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,0345311396,9780345311399.0,Private Screening,Richard North Patterson,1994,Ballantine Books,1.5,3
http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,0345378490,9780345378491.0,Congo,Michael Crichton,1995,Ballantine Books,2.5,3
http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,0345404793,9780345404794.0,Protect and Defend,Richard North Patterson,2001,Ballantine Books,2.8,3
http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg,0345433173,9780345433176.0,The Tall Pine Polka,Lorna Landvik,1999,Ballantine Books,2.1,3
http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,0375400117,9780375400117.0,Memoirs of a Geisha,Arthur Golden,1997,Alfred A. Knopf,4.7,3
http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,0375705856,9780375705854.0,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,3.3,3
http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,0380717018,9780380717019.0,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon,2.8,3
http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,0380718332,9780380718337.0,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,2.8,3
http://images.amazon.com/images/P/0380754509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg,0380754509,9780380754502.0,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988,Avon Books,0.0,3
http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,0380807866,9780380807864.0,The Elusive Flame,Kathleen E. Woodiwiss,1999,Avon,2.0,3
http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg,0385316895,9780385316897.0,Legacy of Silence,Belva Plain,1998,Bantam Dell Pub Group,4.2,3
http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,0385497466,9780385497466.0,The Brethren,JOHN GRISHAM,2000,Doubleday,3.1,3
http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,0385508042,9780385508049.0,The King of Torts,John Grisham,2003,Doubleday Books,3.1,3
http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,0385509456,9780385509459.0,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday,3.8,3
http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,0385511612,9780385511612.0,Bleachers,John Grisham,2003,Doubleday,3.3,3
http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg,0385730586,9780385730587.0,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,3.9,3
http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg,0425164403,9780425164402.0,Only Love (Magical Love),Erich Segal,1998,Berkley Publishing Group,2.2,3
http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg,0440234964,9780440234968.0,All or Nothing (Wheeler Large Print Books),Elizabeth Adler,2000,Island,0.0,3
http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,0446605484,9780446605489.0,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,3.0,3
http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,0446610399,9780446610391.0,The Rescue,Nicholas Sparks,2001,Warner Books,3.4,3
http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,0449006522,9780449006528.0,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books,3.5,3
http://images.amazon.com/images/P/0449911004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg,0449911004,9780449911006.0,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books,3.3,3
http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg,0451162072,9780451162076.0,Pet Sematary,Stephen King,1994,Signet Book,2.8,3
http://images.amazon.com/images/P/0451186648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg,0451186648,9780451186645.0,Silent Snow,Steve Thayer,2000,Signet Book,2.6,3
http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg,0452282152,9780452282155.0,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,4.2,3
http://images.amazon.com/images/P/0553580388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg,0553580388,9780553580389.0,The Patient,Michael Palmer,2001,Bantam Books,2.2,3
http://images.amazon.com/images/P/0590598848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg,0590598848,9780590598842.0,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,1995,Scholastic,0.0,3
http://images.amazon.com/images/P/0590629719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg,0590629719,9780590629713.0,Clifford's Sports Day,Norman Bridwell,1996,Scholastic,3.2,3
http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg,0671023616,9780671023614.0,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,Pocket,3.9,3
http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,0671027387,9780671027384.0,Deception Point,Dan Brown,2002,Pocket,2.9,3
http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg,0684848783,9780684848785.0,Tis : A Memoir,Frank McCourt,1999,Scribner,3.2,3
http://images.amazon.com/images/P/0743486226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743486226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743486226.01.LZZZZZZZ.jpg,0743486226,9780743486224.0,Angels &amp; Demons,Dan Brown,2003,Atria,3.6,3
http://images.amazon.com/images/P/0786863986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg,0786863986,9780786863983.0,A Monk Swimming,Malachy McCourt,1998,Hyperion,2.4,3
http://images.amazon.com/images/P/0803251718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg,0803251718,9780803251717.0,Crazy Horse,Mari Sandoz,1961,University of Nebraska Press,1.2,3
http://images.amazon.com/images/P/0804117934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg,0804117934,9780804117937.0,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,1998,Ivy Books,1.5,3
http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg,0060987103,9780060987107.0,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,3.8,3
http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg,0151008116,9780151008117.0,Life of Pi,Yann Martel,2002,Harcourt,4.5,3
http://images.amazon.com/images/P/0375704965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg,0375704965,9780375704963.0,A Judgement in Stone,Ruth Rendell,2000,Vintage Books USA,3.1,3
http://images.amazon.com/images/P/0525947647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg,0525947647,9780525947646.0,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003,Dutton Books,3.9,3
http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg,0804111359,9780804111355.0,Secret History,DONNA TARTT,1993,Ballantine Books,3.0,3
http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg,1558744150,9781558744158.0,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications,3.7,3
http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg,0435272683,9780435272685.0,Great Expectations (Heinemann Guided Readers),John Milne,1995,Delta Systems,7.0,3
http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg,0316782505,9780316782500.0,The Weight of Water,Anita Shreve,2001,"Little, Brown",3.0,3
http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg,0060013117,9780060013110.0,Night Watch,Terry Pratchett,2002,HarperCollins,3.5,3
http://images.amazon.com/images/P/0060199563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg,0060199563,9780060199562.0,Thief of Time,Terry Pratchett,2001,HarperCollins Publishers,1.8,3
http://images.amazon.com/images/P/0060563079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg,0060563079,9780060563073.0,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,2003,HarperFestival,3.7,3
http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg,0060809027,9780060809027.0,My Friend Flicka,Mary O'Hara,1988,Perennial,1.0,3
http://images.amazon.com/images/P/0061040967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg,0061040967,9780061040962.0,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett,2001,HarperCollins,5.0,3
http://images.amazon.com/images/P/0061050474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg,0061050474,9780061050473.0,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett,1998,HarperPrism,2.7,3
http://images.amazon.com/images/P/0061052515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg,0061052515,9780061052514.0,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett,1997,HarperPrism,2.6,3
http://images.amazon.com/images/P/0061052523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg,0061052523,9780061052521.0,Interesting Times: A Novel of Discworld,Terry Pratchett,1997,Harpercollins,3.8,3
http://images.amazon.com/images/P/0064472264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg,0064472264,9780064472265.0,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,2002,HarperTempest,3.3,3
http://images.amazon.com/images/P/0140620664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg,0140620664,9780140620665.0,Mansfield Park (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,4.5,3
http://images.amazon.com/images/P/0312148267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg,0312148267,9780312148263.0,The Wind in the Willows,Kenneth Grahame,1996,St. Martin's Press,0.0,3
http://images.amazon.com/images/P/0312156960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg,0312156960,9780312156961.0,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,1997,St. Martin's Griffin,2.8,3
http://images.amazon.com/images/P/0312890044.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg,0312890044,9780312890049.0,Moonheart (Newford),Charles de Lint,1994,Orb Books,4.2,3
http://images.amazon.com/images/P/0373836023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg,0373836023,9780373836024.0,Powder and Patch,Georgette Heyer,2004,Harlequin,7.3,3
http://images.amazon.com/images/P/0375751513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg,0375751513,9780375751516.0,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,1998,Modern Library,2.6,3
http://images.amazon.com/images/P/0375801677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg,0375801677,9780375801679.0,The Iron Giant,Ted Hughes,1999,Knopf Books for Young Readers,0.0,3
http://images.amazon.com/images/P/0375814248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg,0375814248,9780375814242.0,James and the Giant Peach,ROALD DAHL,2002,Knopf Books for Young Readers,0.0,3
http://images.amazon.com/images/P/0375823352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg,0375823352,9780375823350.0,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2002,Knopf Books for Young Readers,3.2,3
http://images.amazon.com/images/P/0375823468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg,0375823468,9780375823466.0,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2002,Knopf Books for Young Readers,2.7,3
http://images.amazon.com/images/P/0380730448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg,0380730448,9780380730445.0,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,1997,Perennial,5.6,3
http://images.amazon.com/images/P/0380973839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg,0380973839,9780380973835.0,Martian Chronicles,Ray Bradbury,1997,William Morrow,9.5,3
http://images.amazon.com/images/P/0385327773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg,0385327773,9780385327770.0,The Great God Pan,Donna Jo Napoli,2003,Wendy Lamb Books,0.0,3
